# list of object assets to load in this scene
[ASSETS]
assets\mario.txt
assets\brick.txt
assets\coin.txt
assets\goomba.txt
assets\cloud.txt
assets\pipe.txt
assets\jumpinggoomba.txt
assets\portal.txt
assets\mushroom.txt
assets\koopas.txt
assets\piranhaplant.txt
assets\paragoomba.txt
assets\background_item.txt
assets\platform.txt
assets\bullet.txt
assets\Hud.txt
assets\boomerangBro.txt
assets\boomerang.txt
assets\card.txt
assets\score.txt
assets\switch.txt

#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

#Background
8	-80	64	41002	5	15	0
8	2198	7	41008

# MARIO
0	-47	10

#Brick
1	-72	112	10021	160	80

1	80	80	10015	16	16
1	96	80	10015	16	16
1	112	80	10015	16	16
1	128	80	10015	16	16

1	240	64	10015	16	16
1	256	64	10015	16	16
1	272	64	10015	16	16
1	288	64	10015	16	16
1	304	64	10015	16	16

1	464	32	10015	16	16
1	480	32	10015	16	16

#Mushroom Brick
11	496	32	#mushroom brick

1	512	32	10015	16	16

1	496	112	10015	16	16
1	512	112	10015	16	16

1	592	112	10015	16	16
1	608	112	10015	16	16
1	624	112	10015	16	16
1	640	112	10015	16	16
1	592	96	10015	16	16
1	592	80	10015	16	16
1	592	64	10015	16	16

1	704	128	10015	16	16
1	704	112	10015	16	16
1	704	96	10015	16	16
1	704	80	10015	16	16
1	720	128	10015	16	16
1	736	128	10015	16	16

1	784	96	10015	16	16
1	784	80	10015	16	16

#Super Leaf Brick
14	800	96	#superleaf brick

1	800	144	10015	16	16
1	816	144	10015	16	16
1	832	144	10015	16	16
1	848	144	10015	16	16

#Coin Brick
7	848	96	#coin brick

1	864	96	10015	16	16
1	880	96	10015	16	16
1	896	96	10015	16	16
1	912	96	10015	16	16	#red koopas

1	992	128	10015	16	16
1	1008	128	10015	16	16
1	1024	128	10015	16	16
1	1040	128	10015	16	16
1	1056	128	10015	16	16

1	1024	48	10015	16	16
1	1040	48	10015	16	16
1	1056	48	10015	16	16
1	1072	48	10015	16	16

#Mushroom Brick
11	1072	32	#green mushroom brick

1	1104	112	10015	16	16
1	1120	112	10015	16	16

1	1232	48	10015	16	16
1	1248	48	10015	16	16
1	1264	48	10015	16	16

1	1376	48	10015	16	16

#Coin Brick
7	1376	32	#coin brick

1	1376	112	10015	16	16
1	1376	128	10015	16	16
1	1376	144	10015	16	16
1	1392	144	10015	16	16
1	1408	144	10015	16	16
1	1424	144	10015	16	16

1	1520	32	10015	16	16
1	1520	48	10015	16	16
1	1520	64	10015	16	16

1	1568	112	10015	16	16
1	1584	112	10015	16	16
1	1600	112	10015	16	16

1	1760	160	10023	140	32

1	1776	128	10022	48	32

1	1822	136	10014	16	16
1	1822	120	10014	16	16
1	1822	104	10014	16	16
1	1822	88	10014	16	16
1	1822	72	10014	16	16
1	1822	56	10014	16	16
1	1822	40	10014	16	16
1	1822	24	10014	16	16
1	1822	8	10014	16	16
1	1822	-8	10014	16	16

#COIN
4	224	32
4	208	32
4	192	32

4	272	0
4	288	0
4	304	0

4	608	48
4	624	48
4	640	48

4	688	16
4	704	16
4	720	16

4	1200	32
4	1184	32
4	1168	32

4	1344	16
4	1344	32
4	1344	48
4	1344	64
4	1344	80
4	1344	96
4	1344	112
4	1344	128

4	1680	48
4	1696	48
4	1712	48

#Pipe
6	1737	91	31	15	4	52001	51001	51001

#Platform
5	1852	154	16	16	32	51002	52002	53002

#Enemies
3	912	64	0

#Portal 

